movie_title,movie_score,movie_description,movie_type,release_date,director,rating,country,main_actors,movie_genre
"Phantom, The",73.5,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.

Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.

Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",Sci-Fi,1/13/1951,Emmerich Budden,1.3,Philippines,Kinna Aliman,Mystery
It Came from Beneath the Sea,42.6,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.

Fusce consequat. Nulla nisl. Nunc nisl.",Drama,7/7/1929,Diane Angell,2.4,Nepal,Bernie Matts,Thriller
Sleeping with Other People,47.7,"Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.

Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.",Sci-Fi,8/20/1992,Fairlie Stoker,9.0,Pakistan,Kizzee Durnall,Romance
"Death of Maria Malibran, The (Der Tod der Maria Malibran)",12.0,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.

Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",Comedy,10/3/1908,Elwood Keeping,8.6,China,Cheston Bevan,Romance
Harry Potter and the Deathly Hallows: Part 2,37.4,"Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.

Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.

Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.",Sci-Fi,3/16/1922,Dwain Shemmans,7.3,Albania,Anjela Portt,Romance
Rosvo Roope,85.8,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.

In congue. Etiam justo. Etiam pretium iaculis justo.

In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.",Action,10/20/1963,Suzie Stanwix,0.8,Czech Republic,Duff Hollyland,Animation
Jaws,19.1,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.

Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.

Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",Drama,12/17/1915,Xenia Ebdin,1.6,Indonesia,Izabel Shakesby,Animation
"American Soldier, The (Der amerikanische Soldat)",55.2,Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.,Comedy,1/1/1923,Bancroft Snowding,4.6,Indonesia,Ronnica Baudic,Fantasy
"Karol: A Man Who Became Pope (Karol, un uomo diventato Papa) (Karol. Czlowiek, który zostal papiezem)",62.8,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.

Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.

Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.",Drama,7/29/1987,Erl Foulser,6.3,France,Royce Thorn,Romance
"Snow Walker, The",91.7,Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.,Horror,12/14/1932,Jamesy McGauhy,7.5,Poland,Chandler Atwill,Thriller
"Sex, Lies, and Videotape",51.8,"Phasellus in felis. Donec semper sapien a libero. Nam dui.

Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",Action,11/1/1968,Baron Bonass,0.2,China,Jeno Svanetti,Mystery
Major Dundee,83.2,Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.,Comedy,10/16/1945,Jakob Rothermel,6.9,Malaysia,Silvain Early,Mystery
Orders Signed in White,60.8,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.

Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.",Drama,8/23/1923,Kessia Leather,0.2,Armenia,Anatollo Munehay,Romance
"Last American Virgin, The",59.5,"Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.

Sed ante. Vivamus tortor. Duis mattis egestas metus.",Comedy,10/16/1937,Grenville Habbergham,5.6,China,Henrietta Greenset,Animation
"Léon Morin, Priest (Léon Morin, prêtre)",67.4,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.

Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",Horror,5/16/1984,Sharai M'Chirrie,9.9,Japan,Claudelle Begley,Romance
Hitler: A Film from Germany (Hitler - ein Film aus Deutschland),0.2,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.

Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",Action,9/22/1931,Timothee Asple,3.7,France,Magdalen Croydon,Mystery
"Last Time, The",89.5,"Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.

Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",Drama,12/18/1928,Egbert Luckett,3.3,Brazil,Amalle Judson,Romance
"Pirates! Band of Misfits, The",77.3,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",Action,7/29/1986,Broderic Milbourne,6.5,Democratic Republic of the Congo,Hendrick Blindermann,Fantasy
Obsessed,41.5,Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.,Drama,8/7/2016,Konstanze Goneau,8.0,China,Kassey Rollason,Mystery
Lifeboat,95.2,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",Action,6/18/2012,Con Furber,10.0,Indonesia,Iona Jerams,Mystery
Pete 'n' Tillie,69.7,"Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.

Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",Comedy,11/1/1912,Thomasa Francesch,7.4,France,Hayden Denisot,Mystery
At Home by Myself... with You,35.0,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.

Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.

Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",Horror,1/7/1934,Jewell Roberts,8.4,China,Rowena Shortcliffe,Mystery
Turn It Up,40.6,"Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.

Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",Sci-Fi,5/20/1946,Valeria Hazeltine,5.2,Argentina,Stanfield Ledgard,Mystery
Maidentrip,87.4,In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.,Comedy,8/17/1994,Claiborne Bothams,7.1,China,Conn Pero,Mystery
101 Dalmatians II: Patch's London Adventure,81.1,Phasellus in felis. Donec semper sapien a libero. Nam dui.,Comedy,5/10/1949,Pip Flockhart,0.6,Angola,Arch Liggins,Animation
Skyscraper Souls,74.1,Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.,Action,9/3/1959,Walt Coiley,1.3,Poland,Trula Southwell,Thriller
"Power of One, The",23.4,Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.,Horror,1/19/1915,Silvio Castelijn,2.9,Russia,Marion Pioch,Fantasy
¡Qué hacer!,49.6,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",Comedy,12/6/1931,Flinn Howat,9.8,Poland,Huntley Tomowicz,Animation
Cursed,57.2,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.

Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.

Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.",Horror,5/19/1916,Brig Brandrick,2.1,Philippines,Hagan Cowles,Thriller
School for Scoundrels,2.0,"Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.

Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",Action,2/16/1969,Sherwin Haslegrave,6.9,Thailand,Candra Trevance,Thriller
All Is Forgiven (Tout est pardonné),67.0,"Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.

Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.

Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.",Comedy,10/22/1912,Colline Segebrecht,7.6,Canada,Nester Higginbottam,Fantasy
No Distance Left to Run,75.2,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.

Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.

Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.",Horror,2/24/1982,Matelda Sail,4.8,China,Garold Meeland,Thriller
"Three Brothers, The (Les trois frères)",40.8,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.

Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.

In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",Horror,2/7/1931,Ruttger Kenright,6.1,China,Shelia LLelweln,Fantasy
Suspicious River,70.0,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,Horror,11/6/1919,Tedd Meenehan,0.6,Poland,Cort Borres,Mystery
"Odd Couple, The",25.3,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.

Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.",Sci-Fi,9/13/2016,Toddy Lowry,5.0,China,Angela New,Thriller
Angel-A,42.9,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.,Action,4/3/2011,Bernetta Philp,5.8,Palestinian Territory,Hogan McNab,Animation
Death by China ,87.6,"Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.

Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.

Phasellus in felis. Donec semper sapien a libero. Nam dui.",Action,8/5/1907,Chloe Olwen,1.3,Sweden,Karyn Bubeer,Animation
Teaching Mrs. Tingle,24.7,"Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.

Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.

Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",Horror,7/11/1933,Nahum Airy,9.1,Honduras,Husain Gianinotti,Romance
Dirty Work,88.3,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",Comedy,1/26/1909,Emmett Aires,7.2,Botswana,Devland Arpur,Thriller
Day of the Wacko (Dzien swira),56.4,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.

In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.

Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.",Action,11/11/1992,Alejoa Pideon,7.5,Russia,Elwira Coolson,Fantasy
Primer,14.6,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.,Comedy,5/3/1913,Clarita Stolworthy,8.6,United Kingdom,Laryssa Triggol,Romance
Wishmaster 3: Beyond the Gates of Hell,0.0,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.

Fusce consequat. Nulla nisl. Nunc nisl.",Drama,7/11/1967,Talbot Sivorn,0.1,Indonesia,Juan Anthes,Animation
"Secret Adventures of Tom Thumb, The",2.2,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",Action,12/21/1989,Ware Miliffe,7.9,United States,Yelena Moulson,Fantasy
Seven Thieves,63.9,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.

Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.",Drama,1/18/1968,Ferdie Tremonte,8.4,France,Mab Witterick,Thriller
Shanghai Triad (Yao a yao yao dao waipo qiao),48.3,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.

Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",Sci-Fi,3/24/2014,Tresa Warhurst,6.2,Russia,Alexandr Pettigrew,Mystery
Music and Lyrics,22.7,"In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.

Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.

Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.",Action,2/16/1990,Valentijn Catcherside,0.2,Philippines,Gabriellia Springer,Mystery
Born to Raise Hell,68.7,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",Comedy,9/9/1940,Sabra Vischi,9.4,China,Dianemarie Padwick,Thriller
Jack the Giant Slayer,46.8,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.

Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.

Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",Horror,4/3/2004,Hadlee Gallgher,2.8,Russia,Stacy Gounot,Animation
"Last Horror Movie, The",3.8,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",Comedy,6/26/1957,Griffin Assel,6.9,France,Thedrick Cummings,Mystery
#chicagoGirl: The Social Network Takes on a Dictator,79.6,In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.,Comedy,12/16/1968,Devin Farncombe,1.5,Netherlands,Lorry Tadgell,Fantasy
Naked Violence,3.7,"In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.

Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.",Comedy,12/24/1938,Esmeralda Hardy-Piggin,7.0,Ukraine,Delly Ilyunin,Animation
"Star, The",64.9,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.

In congue. Etiam justo. Etiam pretium iaculis justo.

In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.",Sci-Fi,8/1/1978,Hymie Jagiello,6.6,Czech Republic,Beverlee Trew,Romance
"Hunting of the President, The",94.2,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.

In congue. Etiam justo. Etiam pretium iaculis justo.",Comedy,10/13/2005,Saundra Gerardot,4.7,Russia,Cristine Mussard,Thriller
Sometimes They Come Back... for More,34.6,"Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.

Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.

Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.",Drama,10/16/1919,Bunnie Waterhouse,5.9,Peru,Kary Prugel,Animation
Traffic (Trafic),45.6,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",Comedy,7/30/1945,Erika Meaden,1.2,United States,Karlens Messier,Thriller
"Commare secca, La (Grim Reaper, The)",70.8,"Sed ante. Vivamus tortor. Duis mattis egestas metus.

Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",Comedy,7/31/1995,Ardyth Ruhben,2.8,Russia,Kiersten Ailmer,Mystery
Franklyn,87.4,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.",Horror,1/6/1933,Nikolas Gautrey,5.9,China,Ximenes Ashburne,Animation
Oliver Twist,77.8,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.

Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.",Action,3/13/1924,Kent Braznell,8.1,Peru,Drona Longwood,Fantasy
16 to Life,26.6,"Phasellus in felis. Donec semper sapien a libero. Nam dui.

Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",Horror,4/19/1990,Addie Bulloch,6.2,China,Dulcinea Heathcoat,Fantasy
I Hired a Contract Killer,61.8,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",Horror,4/15/1989,Teodoro Kaveney,3.3,Brazil,Giacomo Kirkhouse,Thriller
Charlie Bartlett,75.0,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.

Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.

Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",Sci-Fi,1/9/1981,Olav Rumsey,8.7,Russia,Alyce Lowdeane,Mystery
"Dinner Game, The (Dîner de cons, Le)",10.8,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.

Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.

Fusce consequat. Nulla nisl. Nunc nisl.",Drama,7/14/1956,Kathryn Brigginshaw,4.8,Indonesia,Wendye O'Heagertie,Animation
Barbary Coast,9.5,"Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.

Sed ante. Vivamus tortor. Duis mattis egestas metus.

Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",Comedy,9/1/2013,Clim Gouldie,4.1,Armenia,Angele Gomm,Fantasy
3 on a Couch (Three on a Couch),98.3,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.,Action,6/20/1932,Bayard Alwen,2.9,Jamaica,Daren Oliveti,Animation
Battle for Haditha,81.7,"Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.

Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.

Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",Comedy,12/26/2017,Rachael Leddie,3.7,China,Micky Stuffins,Mystery
Strange Days,42.7,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.

Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.

Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",Drama,8/29/2011,Milli Stelfox,8.7,France,Galvin Hoggins,Fantasy
My Son the Fanatic,24.9,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",Sci-Fi,10/10/1973,Fabe Hartas,0.7,Afghanistan,Rebeka Klemke,Thriller
"Balance, La",54.8,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.

Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.",Comedy,2/22/1988,Estevan Warhurst,1.8,China,Caryl Wayper,Fantasy
Seven Chances,19.4,In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.,Sci-Fi,9/27/1925,Gael Barrs,3.8,Chile,Dido Boundley,Romance
Rust and Bone (De rouille et d'os),97.0,"Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.

Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.

Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.",Horror,11/16/1921,Frankie Clack,2.7,China,Sean O'Mara,Romance
Pépé le Moko,70.3,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.

Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",Comedy,8/27/1999,Nina Riddles,8.1,Poland,Gina Harsnep,Mystery
Main Street,25.4,"In congue. Etiam justo. Etiam pretium iaculis justo.

In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.",Sci-Fi,6/1/1918,Boyce Sambrok,6.1,China,Dacia Scrowston,Animation
Dead Again,48.7,"Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.

Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.

Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.",Sci-Fi,5/28/2003,Markos Spinke,8.9,Czech Republic,Tonia McDonough,Fantasy
Jin Roh: The Wolf Brigade (Jin-Rô),96.4,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",Action,7/14/1934,Alic Geare,2.1,Portugal,Gualterio Derobert,Thriller
The Baby Maker,14.9,"Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.

Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",Comedy,3/25/2021,Camala Aucott,8.5,Indonesia,Tammy Callaghan,Animation
15 Minutes,63.3,"Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.

Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.

Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",Sci-Fi,1/9/1976,Brennan Kindleysides,4.9,Serbia,Abba Catchpole,Mystery
Kind Hearts and Coronets,57.9,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.

Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.",Sci-Fi,1/5/1911,Barri McLeman,9.1,Indonesia,Worden Tomaskov,Mystery
"Softening of the Egg, The (Ägget är löst!)",37.8,"Phasellus in felis. Donec semper sapien a libero. Nam dui.

Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.

Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.",Action,12/14/1983,Christian Petley,4.8,China,Graeme Cordner,Romance
Lord of Tears,98.0,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.,Sci-Fi,5/3/1970,Myrilla Semor,9.1,China,Larisa Pinnock,Mystery
